PWS ID,PWS Name,PWS Type Ascending,Primary Source,Counties Served,Cities Served,Population Served Count,Number of Facilities,Number of Violations,Number of Site Visits
UTAH22065,CHEVRON SS #72991,Non-Transient non-community system,Ground water,Summit,-,200,,,
UTAH03061,CHRYSLER DODGE COUNTRY,Non-Transient non-community system,Ground water,Cache,-,25,,,
UTAH06031,CHURCH OF CHRIST,Non-Transient non-community system,Ground water,Davis,-,200,,,
UTAH03110,CINNAMON CREEK AREA C,Non-Transient non-community system,Groundwater under influence of surface water,Cache,-,50,,,
UTAH17026,CISCO BEACH,Non-Transient non-community system,Ground water,Rich,-,25,,,
UTAH23067,CLEAN HARBORS - ARAGONITE,Non-Transient non-community system,Ground water,Tooele,-,125,,,
UTAH23066,CLEAN HARBORS - GRASSY MTN,Non-Transient non-community system,Ground water purchased,Tooele,-,27,,,
UTAH06041,CLEARFIELD JOB CORPS,Non-Transient non-community system,Surface water purchased,Davis,FREEPORT CENTER,25,,,
UTAH23060,CLIMAX CHEMICAL CO.,Non-Transient non-community system,Ground water,Tooele,-,30,,,
UTAH03084,COBBLESTONE SUBDIVISION,Non-Transient non-community system,Ground water,Cache,-,110,,,
UTAH15014,COMO SPRINGS DEVELOPMENT,Non-Transient non-community system,Ground water,Morgan,MORGAN,22,,,
UTAH11022,COMSTOCK MINE,Non-Transient non-community system,Ground water,Iron,-,100,,,
UTAH04055,CONOCO PHILLIPS COMPANY,Non-Transient non-community system,Surface water purchased,Carbon,-,27,,,
UTAH08027,CONSOLIDATION COAL CO.,Non-Transient non-community system,Ground water,Emery,-,150,,,
UTAH08031,COTTONWOOD/WILBERG MINE,Non-Transient non-community system,Surface water,Emery,-,27,,,
UTAH01006,COVE FORT NORTH ROAD STOP,Non-Transient non-community system,Ground water,Beaver,-,600,,,
UTAH14005,COVE FORT SOUTH ROAD STOP,Non-Transient non-community system,Ground water,Millard,-,600,,,
UTAH21044,COVE VIEW GOLF COURSE,Non-Transient non-community system,Ground water,Sevier,-,25,,,
UTAH03115,COX ORCHID CENTER,Non-Transient non-community system,Ground water,Cache,-,30,,,
UTAH10006,CRESCENT JUNCTION HWY REST STOP,Non-Transient non-community system,Ground water purchased,Grand,-,25,,,
UTAH12024,CURRANT CREEK,Non-Transient non-community system,Ground water,Juab,-,24,,,
UTAH05002,DAGGETT COUNTY WATER AND SEWER DISTRICT,Non-Transient non-community system,Ground water,Daggett,-,400,,,
UTAH18074,DAILY FOODS INC,Non-Transient non-community system,Ground water,Salt Lake,-,100,,,
UTAH28035,DAYS INN - TORREY,Non-Transient non-community system,Ground water,-,-,1,,,
UTAH26034,DEEP CREEK SPRING REST AREA,Non-Transient non-community system,Ground water,Wasatch,-,100,,,
UTAH08030,DEER CREEK MINE,Non-Transient non-community system,Groundwater under influence of surface water,Emery,-,21,,,
UTAH09029,DEER TRAIL LODGE AND INN,Non-Transient non-community system,Ground water,Garfield,PANGUITCH LAKE,40,,,
UTAH14027,DELTA AIRPORT,Non-Transient non-community system,Ground water,Millard,DELTA,10,,,
UTAH14062,DELTA EGG FARM,Non-Transient non-community system,Ground water,Millard,-,70,,,
UTAH24036,DESERET GENERATION & TRANSMISSION CO-OP,Non-Transient non-community system,Surface water,Uintah,-,103,,,
UTAH25152,DIAMOND FORK CREEK (ABANDONED),Non-Transient non-community system,Surface water,Utah,-,50,,,
UTAH11033,DIEDES PLACE,Non-Transient non-community system,Ground water,Iron,BERYL,100,,,
UTAH25118,DONS AUTOMOTIVE,Non-Transient non-community system,Ground water,Utah,-,40,,,
UTAH13025,DUCK CREEK RIDGE HOMEOWNR,Non-Transient non-community system,Ground water,Kane,-,0,,,
UTAH23021,DUGWAY - DITTO TECH CENTER,Non-Transient non-community system,Ground water,Tooele,-,500,,,
UTAH02048,DUNN TEXACO,Non-Transient non-community system,Ground water,Box Elder,TREMONTON,25,,,
UTAH22071,EAGLE RANCH PRESERVE,Non-Transient non-community system,Ground water,Summit,OGDEN,25,,,
UTAH04013,EAST CARBONVILLE WATER CO,Non-Transient non-community system,Ground water purchased,Carbon,-,150,,,
UTAH04030,EAST PRICE WATER COMPANY,Non-Transient non-community system,Ground water purchased,Carbon,-,200,,,
UTAH25098,EL RANCHO REST HOME,Non-Transient non-community system,Ground water,Utah,-,60,,,
UTAH27076,ELDORADO HILLS MUTUAL CO,Non-Transient non-community system,Ground water,Washington,-,37,,,
UTAH27063,ENCE WATER COMPANY,Non-Transient non-community system,Ground water purchased,Washington,-,150,,,
UTAH23085,ENERGY SOLUTIONS,Non-Transient non-community system,Ground water purchased,Tooele,-,93,,,
UTAH25089,ENSIGN - BICKFORD CO,Non-Transient non-community system,Unknown Primary Source,Utah,-,4,,,
UTAH15003,ENTERPRISE PIPELINE CO,Non-Transient non-community system,Ground water,-,-,50,,,
UTAH18089,EREKSON WELL,Non-Transient non-community system,Ground water,Salt Lake,SALT LAKE,30,,,
UTAH09055,FALLS AREA SUBDIVISION,Non-Transient non-community system,Ground water,-,-,35,,,
UTAH04034,FIDELL WATER COMPANY,Non-Transient non-community system,Ground water purchased,Carbon,-,25,,,
UTAH24019,FLAMING GORGE BOYS AND GIRLS,Non-Transient non-community system,Ground water,Uintah,NORTH OF LAPOIN,50,,,
